time,TempPlant3,TempPlant5,TempPlant6,Air_temp_loc,Humedity,air_temp,Ambient_1
2020-02-07T06:05:00.0,,,,,,,
2020-02-07T06:06:00.0,,,,,,,
2020-02-07T06:07:00.0,,,,,,,
2020-02-07T06:08:00.0,15.35,14.75,13.91,11.16,57.945308384499995,8.125,4.125
2020-02-07T06:09:00.0,12.95,10.93,10.57,11.49,56.918962498000006,8.25,4.125
2020-02-07T06:10:00.0,,,,,,,
2020-02-07T06:11:00.0,,,,,,,
2020-02-07T06:12:00.0,12.61,9.71,8.87,11.52,56.20157551250001,8.562,4.25
2020-02-07T06:13:00.0,12.13,8.45,8.23,12.32,55.357271648,8.687,4.375
2020-02-07T06:14:00.0,11.67,8.33,8.15,12.78,54.94992531250001,9,4.375
2020-02-07T06:15:00.0,,,,,,,
2020-02-07T06:16:00.0,11.61,7.65,7.51,13.07,54.03928632200001,9,4.375
2020-02-07T06:17:00.0,11.37,7.37,7.15,13.5,52.715672072000004,9.437,4.875
2020-02-07T06:18:00.0,11.47,7.09,6.87,13.28,51.64005205000001,9.562,4.875
2020-02-07T06:19:00.0,11.57,6.97,6.29,12.79,51.893470978,9.625,4.75
2020-02-07T06:20:00.0,10.99,6.93,6.13,12.17,53.346666592000005,9.687,4.75
2020-02-07T06:21:00.0,11.13,6.03,5.95,12.19,54.38501702050001,9.75,4.437
2020-02-07T06:22:00.0,10.75,5.67,6.03,12.12,54.667600402000005,9.75,4.437
2020-02-07T06:23:00.0,10.55,6.13,5.81,12.11,54.91856864200001,9.75,4.187
2020-02-07T06:24:00.0,10.75,5.89,5.51,12.12,54.981278792000005,9.75,4.125
2020-02-07T06:25:00.0,,,,,,,
2020-02-07T06:26:00.0,,,,,,,
2020-02-07T06:27:00.0,10.75,6.21,5.45,11.63,55.13799832450001,-0.062,4
2020-02-07T06:28:00.0,,,,,,,
2020-02-07T06:29:00.0,10.55,6.07,5.49,10.87,58.2556362245,9.937,4
2020-02-07T06:30:00.0,10.65,6.03,5.15,10.77,58.53465845000001,9.937,4
2020-02-07T06:31:00.0,10.37,5.77,5.29,10.69,58.87533460450001,9.937,3.562
2020-02-07T06:32:00.0,10.79,6.07,5.45,10.75,58.78246121800001,9.937,3.562
2020-02-07T06:33:00.0,10.75,6.57,5.67,10.72,58.41068048200001,10,3.562
2020-02-07T06:34:00.0,10.71,5.99,5.33,10.68,58.41068048200001,10,3.562
2020-02-07T06:35:00.0,10.51,5.77,5.29,10.67,58.34867235200001,10,3.562
2020-02-07T06:36:00.0,10.93,6.07,5.51,10.78,58.2556362245,10,3.75
2020-02-07T06:37:00.0,11.03,6.57,5.73,11.17,57.85214780800001,10,3.812
2020-02-07T06:38:00.0,11.31,6.03,5.93,11.39,56.66962805000001,10.062,3.812
2020-02-07T06:39:00.0,11.71,6.11,5.99,11.66,56.54488424200001,-0.062,4.062
2020-02-07T06:40:00.0,,,,,,,
2020-02-07T06:41:00.0,,,,,,,
2020-02-07T06:42:00.0,11.23,6.21,6.51,11.99,55.70152810450001,10.25,4.125
2020-02-07T06:43:00.0,11.81,6.11,6.35,12.74,54.32218561250001,10.5,4.187
2020-02-07T06:44:00.0,11.95,6.35,6.13,12.86,53.22056980000001,10.562,4.187
2020-02-07T06:45:00.0,12.13,6.51,6.53,13.03,53.0628770125,10.562,4.375
2020-02-07T06:46:00.0,12.09,6.29,6.83,13.14,52.36808102050001,10.562,4.375
2020-02-07T06:47:00.0,12.23,6.65,6.73,13.21,52.36808102050001,-0.062,4.5
2020-02-07T06:48:00.0,11.79,6.47,7.05,13.32,51.830135392,11,4.562
2020-02-07T06:49:00.0,12.13,6.65,7.09,13.46,51.64005205000001,11.25,4.625
2020-02-07T06:50:00.0,11.79,7.09,7.15,13.63,50.973855704500004,11.25,4.625
2020-02-07T06:51:00.0,,,,,,,
2020-02-07T06:52:00.0,11.61,7.41,7.15,13.94,49.509651140500004,11.562,4.875
2020-02-07T06:53:00.0,,,,,,,
2020-02-07T06:54:00.0,,,,,,,
2020-02-07T06:55:00.0,,,,,,,
2020-02-07T06:56:00.0,11.89,7.91,7.29,16.22,47.461264644500005,12.125,5.25
2020-02-07T06:57:00.0,,,,,,,
2020-02-07T06:58:00.0,11.33,8.27,7.45,16.79,46.10990784050001,12.437,5.25
2020-02-07T06:59:00.0,,,,,,,
2020-02-07T07:00:00.0,,,,,,,
2020-02-07T07:01:00.0,,,,,,,
2020-02-07T07:02:00.0,,,,,,,
2020-02-07T07:03:00.0,,,,,,,
2020-02-07T07:04:00.0,,,,,,,
2020-02-07T07:05:00.0,,,,,,,
2020-02-07T07:06:00.0,,,,,,,
2020-02-07T07:07:00.0,,,,,,,
2020-02-07T07:08:00.0,,,,,,,
2020-02-07T07:09:00.0,,,,,,,
2020-02-07T07:10:00.0,,,,,,,
2020-02-07T07:11:00.0,,,,,,,
2020-02-07T07:12:00.0,,,,,,,
2020-02-07T07:13:00.0,,,,,,,
2020-02-07T07:14:00.0,,,,,,,
2020-02-07T07:15:00.0,,,,,,,
2020-02-07T07:16:00.0,,,,,,,
2020-02-07T07:17:00.0,,,,,,,
2020-02-07T07:18:00.0,,,,,,,
2020-02-07T07:19:00.0,,,,,,,
2020-02-07T07:20:00.0,,,,,,,
2020-02-07T07:21:00.0,,,,,,,
2020-02-07T07:22:00.0,,,,,,,
2020-02-07T07:23:00.0,,,,,,,
